Date,Stock,Headline,Label
2018-09-10,NIO-US,NIO initiated neutral at Citi,0
2018-09-10,NIO-US,NIO trading higher; Bloomberg reports Tesla's top outside investor takes 11% stake in NIO,0
2018-09-10,NIO-US,NIO initiated buy at Deutsche Bank,0
2018-09-11,VOW3-DE,Volkswagen (VOW.GR) said to mull investing in Ford's autonomous partner Argo - Bloomberg,1
2018-09-11,TSLA-US,Volkswagen intends to sell electric cars for less than €20K - Reuters (11:38 ET/17:38 CET),1
2018-09-11,F-US,Volkswagen intends to sell electric cars for less than €20K - Reuters (11:38 ET/17:38 CET),1
2018-09-11,F-US,Volkswagen (VOW.GR) said to mull investing in Ford's autonomous partner Argo - Bloomberg,1
2018-09-11,VOW3-DE,Volkswagen intends to sell electric cars for less than €20K - Reuters (11:38 ET/17:38 CET),1
2018-09-13,175-HK,StreetAccount Summary: The Economist print edition,1
2018-09-13,NIO-US,NIO initiated underperform at Bernstein,0
2018-09-14,NIO-US,WSJ's Heard on the Street column is negative on NIO,0
2018-09-14,7267-JP,WSJ's Heard on the Street column warns that carmakers aren't revealing their exposure to China,0
2018-09-14,VOW3-DE,Volkswagen board said to prepare next steps for Truck unit IPO -- Bloomberg,0
2018-09-16,500520-IN,"Fiat to seek other buyers for Marelli unit after low KKR bid -- Bloomberg (€14.98, 0.00)",0
2018-09-17,NIO-US,Lucid Motors announces $1B+ investment agreement with the Saudi PIF,0
2018-09-18,VOW3-DE,Volkswagen board to discuss Audi Stadler's future on 28-Sep -- Handelsblatt,1
2018-09-18,RACE-IT,Follow-up: Ferrari issues fresh key financial targets at capital markets day,0
2018-09-18,RACE-IT,Ferrari issues fresh key financial targets at capital markets day; guides 2022 Adj EBITDA €1.8B to €2.0B,0
2018-09-19,RACE-IT,Street Takeaways - Ferrari's Capital Markets Day,0
2018-09-19,RACE-IT,WSJ's Heard on the Street column is cautious on Ferrari,0
2018-09-20,VOW3-DE,"BMW Group (BMW.GR) knew long before the authorities about illegal exhaust manipulation at Volkswagen (VOW.GR) -- WiWo, citing testimony",1
2018-09-20,TSLA-US,"Tesla VP of global supply management Liam O'Connor resigns - Bloomberg , citing people familiar with the matter",1
2018-09-21,500520-IN,"KKR-backed Calsonic lines up €5B financing for takeover of Fiat Chrysler's Magneti Marelli - Reuters, citing sources",0
2018-09-24,7267-JP,More people buying used cars with new car prices so high - WSJ,0
2018-09-24,VOLV.B-SE,Volvo CEO Lundstedt says looking at opportunities for acquisitions - DI (23-Sep),0
2018-09-25,VOLV.B-SE,Volvo CEO says global demand continues to be very strong - DI,0
2018-09-27,7267-JP,"Honda Motor August global vehicle production (3.6%) y/y to 418,574 units",1
2018-09-28,TSLA-US,Musk said to have opportunity to settle with SEC; parties were said to be near settlement as of yesterday -- CNBC,0
2018-09-29,TSLA-US,Barron's Summary,0
2018-10-01,GM-US,"""EXCLUSIVE-CANADA INCREASINGLY CONVINCED PRESIDENT TRUMP WILL SHORTLY ANNOUNCE U.S. IS PULLING OUT OF NAFTA -TWO GOVERNMENT SOURCES"" - Tweet by @fxmacro",0
2018-10-01,F-US,"""EXCLUSIVE-CANADA INCREASINGLY CONVINCED PRESIDENT TRUMP WILL SHORTLY ANNOUNCE U.S. IS PULLING OUT OF NAFTA -TWO GOVERNMENT SOURCES"" - Tweet by @fxmacro",0
2018-10-03,F-US,Barron's Summary,1
2018-10-03,GM-US,Barron's Summary,1
2018-10-04,VOW3-DE,"Volkswagen CEO Matthias Müller set to be replaced by VW brand head Herbert Diess -- Handelsblatt, citing sources",0
2018-10-04,VOLV.B-SE,Volvo upgraded to hold from sell at DnB Markets,0
2018-10-07,TSLA-US,"Tesla said to be planning China factory with capacity to produce 500K cars/year -- Bloomberg, citing QQ.com",0
2018-10-08,TSLA-US,Tesla reported to seek wide investor pool for take-private plan -- Bloomberg,1
2018-10-09,RACE-IT,Aston Martin Holdings (UK) Ltd. confirms it intends to IPO; Expects admission will take place in Oct,0
2018-10-09,175-HK,Volvo Cars IPO delayed to at least 2019 - FT,1
2018-10-10,RACE-IT,Ferrari upgraded to hold from sell at Societe Generale,0
2018-10-12,VOW3-DE,Negotiations with Ford on partnership are being held right now; making good progress - Volkswagen Commercial Vehicles CEO tells Reuters,0
2018-10-12,F-US,Negotiations with Ford on partnership are being held right now; making good progress - Volkswagen Commercial Vehicles CEO tells Reuters,0
2018-10-12,PII-US,"B Riley FBR Inc downgrades MPX, PII",0
2018-10-15,NIO-US,"NIO reports September deliveries 1,766 ES8 vehicles, +58% m/m",0
2018-10-16,VOLV.B-SE,Volvo detects that an emissions control component used in certain markets is degrading more quickly than expected,0
2018-10-16,RACE-IT,Ferrari added to US 1 List at Bank of America Merrill Lynch; rating remains buy,0
2018-10-18,VOLV.B-SE,StreetAccount Consensus Metrics Preview - Volvo Q3 Earnings,0
2018-10-19,VOLV.B-SE,StreetAccount Metrics Recap - Volvo Q3 Earnings,0
2018-10-19,PII-US,StreetAccount Consensus Metrics Preview - Polaris Industries Q3 Earnings,0
2018-10-19,VOLV.B-SE,Volvo reports Q3 EPS SEK3.67 vs consensus SEK3.36,0
2018-10-22,PII-US,Polaris Industries reports Q3 adj EPS $1.86 vs FactSet $1.56,0
2018-10-22,PII-US,StreetAccount Metrics Recap - Polaris Industries Q3 Earnings,0
2018-10-22,NIO-US,NIO initiated outperform at Credit Suisse,0
2018-10-23,TSLA-US,"""$TSLA dropping earnings on top of $F tomorrow might be a bad sign for shorts. After reviewing all recent info on $TSLA dominating its categories, Citron is LONG Telsa for this quarter. Full report "" - Tweet by @CitronResearch",0
2018-10-23,PII-US,Polaris Industries upgraded to buy from neutral at B Riley FBR Inc,0
2018-10-26,PII-US,Polaris Industries upgraded to strong buy from market perform at Raymond James,0
2018-10-26,TSLA-US,"DOJ, FBI probe of Tesla deepens as they look into production disclosures and contact ex-employees -- WSJ",0
2018-10-26,VOW3-DE,Volkswagen seen holding initial meeting to discuss plans for its truck-unit IPO after hiring banks - Reuters,0
2018-10-29,005380-KR,Follow-up: China regulator is said to propose 50% cut to car purchase tax - Bloomberg,1
2018-10-29,7269-JP,Follow-up: China regulator is said to propose 50% cut to car purchase tax - Bloomberg,1
2018-10-29,7261-JP,Follow-up: China regulator is said to propose 50% cut to car purchase tax - Bloomberg,1
2018-10-29,7267-JP,Follow-up: China regulator is said to propose 50% cut to car purchase tax - Bloomberg,0
2018-10-29,7267-JP,"Honda Motor September global vehicle production (2.9%) y/y to 441,945 units",0
2018-10-29,175-HK,Daimler CEO Dieter Zetsche gives interview to Polish paper Rzeczpospolita; discusses Geely/Volvo and Tesla (TSLA) (28-Oct),1
2018-10-30,7267-JP,Honda Motor reports H1 EPS ¥257.44 vs year-ago ¥211.59,1
2018-11-02,RNO-FR,Renault board member resigns ahead of CEO succession meeting -- Reuters,0
2018-11-04,RACE-IT,Ferrari downgraded to neutral from outperform at Mediobanca,0
2018-11-04,VOW3-DE,"Next up for Volkswagen supervisory board discussion are holdings in MAN Turbo (MAN.GR), RENK (ZAR.GR) - Handelsblatt",0
2018-11-05,005380-KR,StreetAccount Activist Summary: Week of 7-May,1
2018-11-05,VOLV.B-SE,Volvo completes the sale of a Chinese subsidiary holding shares in Inner Mongolia North Hauler Joint Stock for ~SEK 1B,1
2018-11-08,TSLA-US,Barron's Summary,0
2018-11-09,RACE-IT,Ferrari signs advance agreement with Italian Revenue Agency to access Patent Box tax relief,0
2018-11-10,VOW3-DE,Volkswagen CEO Diess warns ~ 100K jobs would be affected if EU decides to set too high CO₂ limits for cars -- Süddeutsche Zeitung,0
2018-11-10,RACE-IT,Ferrari downgraded to hold from buy at Jefferies,0
2018-11-10,TSLA-US,Tesla in process of buying land for factory in Shanghai - Bloomberg (18:00 ET),0
2018-11-11,VOW3-DE,"Volkswagen to vote this Friday on revamp of German plants, production shift to Czech Republic to expand electric car production -- FT, citing sources -",0
2018-11-12,7261-JP,Follow-up: China said to move towards cutting tariffs on US car imports that Trump tweeted about -- Bloomberg,0
2018-11-12,1211-HK,China November car sales post biggest drop since 2012 - Reuters,0
2018-11-12,175-HK,China November car sales post biggest drop since 2012 - Reuters,1
2018-11-12,GM-US,Follow-up: China said to move towards cutting tariffs on US car imports that Trump tweeted about -- Bloomberg,1
2018-11-12,005380-KR,Follow-up: China said to move towards cutting tariffs on US car imports that Trump tweeted about -- Bloomberg,1
2018-11-12,VOW3-DE,Follow-up: China said to move towards cutting tariffs on US car imports that Trump tweeted about -- Bloomberg,1
2018-11-12,7267-JP,Follow-up: China said to move towards cutting tariffs on US car imports that Trump tweeted about -- Bloomberg,0
2018-11-12,7269-JP,Follow-up: China said to move towards cutting tariffs on US car imports that Trump tweeted about -- Bloomberg,0
2018-11-12,F-US,Follow-up: China said to move towards cutting tariffs on US car imports that Trump tweeted about -- Bloomberg,1
2018-11-12,2333-HK,China November car sales post biggest drop since 2012 - Reuters,1
2018-11-12,RNO-FR,Follow-up: China said to move towards cutting tariffs on US car imports that Trump tweeted about -- Bloomberg,1
2018-11-13,005380-KR,Elliott Sends Letter to Directors of Hyundai Motor Group Calls on board to Return Excess Capital and Conduct Strategic Review,0
2018-11-15,VOW3-DE,"Volkswagen expects weakness in China to persist - Handelsblatt , citing President and CEO at VW China Group Jochem Heizmann",0
2018-11-15,TSLA-US,Tesla pushing for Model 3 production capacity of 7K units/week by 28-Nov - Electrek,1
2018-11-16,VOW3-DE,"Volkswagen CEO says ""'extreme hard work required to keep margin at 7%"" -- Bloomberg",0
2018-11-16,005380-KR,StreetAccount Activist Summary: Week of 12-Nov,0
2018-11-19,RNO-FR,"Nissan president Carlos Ghosn to be arrested for violating financial laws - Asahi, without citing sources",0
2018-11-19,VOW3-DE,Volkswagen CEO Herbert Diess calls for more positive attitude towards auto industry from federal policy- Bild am Sonntag,0
2018-11-19,RNO-FR,"Renault's COO Thierry Bollore may succeed Ghosn - Nikkei, citing sources",0
2018-11-19,NIO-US,NIO shares higher following a positive earlier mention by Citron Research (timing uncertain),0
2018-11-20,RNO-FR,Carlos Ghosn said to have been planning merger between Renault (RNO.FP) and Nissan (7201.JP) before arrest - FT,1
2018-11-20,RNO-FR,"Renault board appoints Thierry Bollore as interim CEO -- WSJ, citing sources",1
2018-11-20,RNO-FR,"Nissan Motor has told Renault (RNO.FP) that it has evidence of potential wrongdoing at Renault-Nissan BV - WSJ, citing a source",1
2018-11-20,RNO-FR,"Nissan Motor considering changes to Renault-Nissan-Mitsubishi alliance, which may include changes to holdings - Nippon TV, without citing sources",1
2018-11-20,RNO-FR,Follow-up: Nissan Motor tells Renault it has evidence of potential wrongdoing at Renault-Nissan BV - WSJ (pre-Japanese open),1
2018-11-21,RNO-FR,Prosecutors may charge Nissan Motor in relation to Carlos Ghosn affair - Nikkei (13:49 JT/23:49 ET),1
2018-11-21,RNO-FR,Nissan Motor to name CEO Hiroto Saikawa interim chairman after it votes to remove Carlos Ghosn - FT,1
2018-11-22,RNO-FR,"Nissan Motor board votes to strip Carlos Ghosn of his chairmanship, says NHK - Bloomberg",1
2018-11-22,RNO-FR,Follow-up: Nissan Motor board votes to strip Carlos Ghosn of his chairmanship - Nikkei,1
2018-11-23,RNO-FR,Nissan Motor to seek review of shareholding structure of its alliance with Renault - Bloomberg,0
2018-11-23,VOW3-DE,Volkswagen plans supervisory board meeting on truck IPO shortly before Christmas - Handelsblatt,0
2018-11-23,RNO-FR,Executive expenses: A perk fraught with danger - WSJ,0
2018-11-23,VOW3-DE,Augsburg district court rules in favour of owner of diesel Golf; Volkswagen has to refund full purchase price of €30K for the car - Bild,0
2018-11-25,RNO-FR,"Nissan CEO Hiroto Saikawa tells employees that company's relationship with Renault needs to be reviewed, says Kyodo News - Reuters (21:39 ET/11:39 JT)",0
2018-11-25,RNO-FR,"Nissan ex-chairman Carlos Ghosn denies allegations against him, says NHK - Reuters (pre-Japan open)",0
2018-11-25,GM-US,"General Motors to make major announcement affecting its global operations 26-Nov, says Unifor - Reuters",0
2018-11-26,GM-US,"General Motors to announce ""significant"" cuts to NA car production, plans to stop making some models -- Reuters",0
2018-11-27,TSLA-US,Tesla said to call report on October sales in China 'widely inaccurate' -- Fortune,1
2018-11-29,RNO-FR,France seen ready if necessary to ask Renault to increase its stake in Nissan - Les Echos,0
2018-11-29,RNO-FR,"Renault, Nissan, Mitsubishi Motors to ""rule by committee"" - Nikkei (pre-Japan open)",0
2018-11-29,7267-JP,"Honda Motor October global vehicle production +5.9% y/y to 479,680 units",1
2018-11-29,NIO-US,Electric car manufacturers send location data to Chinese government -- AP (pre-open),0
2018-11-29,NIO-US,NIO Chief Development Officer Padmasree Warrior to resign; effective 17-Dec,0
2018-11-30,RACE-IT,StreetAccount Weekly Summary: Hedge Fund Reads for week ended 30-Nov,0
2018-12-01,7261-JP,"Toyota, Mazda got at least $700M in tax breaks for their new Alabama factory - WSJ (21:58 ET/11:58 JT)",0
2018-12-03,RACE-IT,Correction Ferrari initiated outperform with $150 target at Credit Suisse,0
2018-12-03,RACE-IT,"Credit Suisse initiates BURL, EL, FINL, others",0
2018-12-04,TSLA-US,Follow-up: Tesla targeting November 2019 to start Model Y production in US - Reuters,0
2018-12-04,VOW3-DE,"Volkswagen supervisory board to elect Herbert Diess as CEO 12-Apr vs originally planned 13-Apr - Reuters, citing source with knowledge of the matter (21:18 CET/15:18 ET)",0
2018-12-04,VOW3-DE,Volkswagen considering IPO of its trucks and buses division in Q1 of 2019 - Reuters citing sources (post EU close 11-Apr),0
2018-12-05,7267-JP,Trump tells auto execs he's is open to negotiations with California -- Bloomberg,0
2018-12-05,F-US,"Ford could resume F-150 production at two plants as soon as next Friday -- Reuters, citing source",0
2018-12-05,7269-JP,Trump targets auto-makers for not building in U.S.; proposes 20% tariff on imports -- WSJ,0
2018-12-05,RNO-FR,Trump targets auto-makers for not building in U.S.; proposes 20% tariff on imports -- WSJ,0
2018-12-05,7267-JP,Trump targets auto-makers for not building in U.S.; proposes 20% tariff on imports -- WSJ,0
2018-12-05,7261-JP,Trump tells auto execs he's is open to negotiations with California -- Bloomberg,0
2018-12-05,7261-JP,Trump targets auto-makers for not building in U.S.; proposes 20% tariff on imports -- WSJ,0
2018-12-05,7269-JP,Trump tells auto execs he's is open to negotiations with California -- Bloomberg,0
2018-12-05,GM-US,Trump targets auto-makers for not building in U.S.; proposes 20% tariff on imports -- WSJ,0
